TIme elasped: 246315047nsec or 0.246315047sec
TIme elasped: 267843472nsec or 0.267843472sec
TIme elasped: 272496213nsec or 0.272496213sec
TIme elasped: 271054906nsec or 0.271054906sec
TIme elasped: 257014507nsec or 0.257014507sec
TIme elasped: 276039551nsec or 0.276039551sec
TIme elasped: 245209025nsec or 0.245209025sec
TIme elasped: 278611326nsec or 0.278611326sec
TIme elasped: 236740113nsec or 0.236740113sec
TIme elasped: 272973492nsec or 0.272973492sec
